id,utterance,intent
3195,yes soft drinks,orderdrinkintent
13414,hi i need a new service,startserviceintent
1187,drinks 1 soda,orderdrinkintent
9301,i would also like to know the balance in my account,checkbalance
7807,i need a proof of insurance for one of my cars,getproofofinsurance
10837,missing periodic software updates outlook,softwareupdate
11505,my software not opening can you help me,reportbrokensoftware
2818,sir i want signature pizza,orderpizzaintent
8289,i want to change my address,updateaddress
10620,i want to update my outlook to latest version,softwareupdate
963,yes i need dessert olive oil brownie,orderdessertintent
8414,i want change address,updateaddress
12141,my expenses amount is 475 sir,expensereport
8886,so please block my number,closeaccount
10738,i need some music instument,startorder
179,2 diet coke,orderdrinkintent
12046,i would like to get reimbursment for my travel expenses,expensereport
8119,need bank routing number,getroutingnumber
3416,4 artisan grilled chicken sandwich,orderburgerintent
4620,i need to boarding pass,getboardingpass
2409,soda tea lemonade agua frescas beer wine subject to availability,orderdrinkintent
11535,i want to new software update,softwareupdate
1988,double bacon smokehouse burger,orderburgerintent
5945,i need a boarding pass,getboardingpass
2828,arugula fresh fruit salad 3 nos,ordersaladintent
1901,i would like to order 1 bacon smokehouse buttermilk crispy chicken 1 big mac 1 cheese burger and 1 vanilla shake,orderburgerintent
186,i dont want soda i want tea,orderdrinkintent
13159,i want see my bill,viewbillsintent
3909,can you send my boarding pass,getboardingpass
764,i want to add grilled chicken and red onion,orderpizzaintent
10987,i recurring orders and i need to increase the item count,changeorder
4235,i want book flight ticket,bookflight
11913,please i want to new key board,startorder
12557,i would like to sign up new cable service,startserviceintent
1882,vanilla shake and world famous fries,orderdrinkintent
11755,my skype keeps knocking me off and is not working properly,reportbrokensoftware
10760,i having problem with skype calling,reportbrokensoftware
10517,i need some software updates,softwareupdate
10978,i need to report my flight expense can you please help me with that,expensereport
6323,i need a proof of insurance for my car,getproofofinsurance
13887,i want new cable service,startserviceintent
5306,i need a boarding pass,getboardingpass
8804,there is an error on my credit card bill,disputecharge
575,i want to build a pizza,orderpizzaintent
10277,himy card missed so please close,reportlostcard
10071,i need to transfer my money to new account,transfermoney
7947,i need a status of my claim,checkclaimstatus
12948,i need internet,startserviceintent
5217,i want to know my seat no,changeseatassignment
12681,i wants to purchase cable,startserviceintent
13448,i want to purchase new cable service,startserviceintent
10035,hi can you transfer some money from my account to other,transfermoney
9930,i want change my address,updateaddress
9348,i need change address in credit card,updateaddress
6998,i want to check the insurance proof for my car,getproofofinsurance
8989,i would like to change my address on my account,updateaddress
11437,record my travel expensesing,expensereport
9039,my credit card bill shows an error,disputecharge
11799,i have a problem on my outlook,reportbrokensoftware
12668,want new cable service connection,startserviceintent
355,i would like 2 pizza with appleood bacon arugula chopped garlic gorgonzola and spicy red sauce,orderpizzaintent
14397,i wants to purchase cable,startserviceintent
12319,i want new cable connection,startserviceintent
3263,yes i need pizza can you take order for me,orderpizzaintent
7945,i need a proof of insurance for my car,getproofofinsurance
4528,i need aboarding pass,getboardingpass
4691,seat assignment and decide to change it,changeseatassignment
1531,i need 2 bbq chkn,orderpizzaintent
4156,check my seat assignment and decide to change,changeseatassignment
3276,yes i want double cheese burger,orderburgerintent
3728,is there any chance i can get an aisle,changeseatassignment
3281,hi i need a white top pizza,orderpizzaintent
8943,i need to check my balance,checkbalance
13815,what is the plan cost for 10 gb,getinformationintent
3831,i need to know about the seat assignment,changeseatassignment
13738,i want to purchase internet,startserviceintent
9240,i have change my new address are incorrectly,updateaddress
5002,my seat assignment,changeseatassignment
11147,because i want to need a travel expenses,expensereport
11285,i have a problem in my software,reportbrokensoftware
11123,i am using skype and an application not working properly,reportbrokensoftware
2838,5 sea salt cookie,orderdrinkintent
9055,gud mrngmy credit card has been stolen,reportlostcard
9451,i would like to change my address which is associated with my credit card,updateaddress
1848,i like pizza,orderpizzaintent
11990,i have an application not working as expected,reportbrokensoftware
5544,please do also send my boarding pass to marywilliamsgmailcom,getboardingpass
2774,classic caesar salad,ordersaladintent
641,yes 1 yummy smore pie,orderdessertintent
10447,i want to update my expenses please help me,expensereport
570,yes i need a world famous fries,ordersideintent
3434,i already booked a ticket but i change this seat,changeseatassignment
4831,i want to know my seat no,getseatinfo
768,i like to have order pizza,orderpizzaintent
7961,i want status for my claim,checkclaimstatus
10633,i like to purchase new musical keyboards,startorder
571,i would like to order 2 red wine pizza,orderpizzaintent
13330,i want to know purchase internet service,startserviceintent
78,yes i would like to order 4 double bacon smoke house burger and 2 vanilla milk shake,orderburgerintent
6958,i would like a proof of insurance for one of my cars,getproofofinsurance
11851,i want global status,checkserverstatus
11548,i like to purchase psre 363 keyboards,startorder
4946,i need a boarding pass,getboardingpass
7197,i need a of proof insurance for my car,getproofofinsurance
6518,hello i need a proof of insurance for one of my cars,getproofofinsurance
12306,i want to purchase new internet service,startserviceintent
7694,i need my claim status,checkclaimstatus
8010,i have recently purchased iphone now the screen was broken i need to get replacement for that can you help me out,reportbrokenphone
8929,i want transfer some money to another account,transfermoney
10190,sir i want to transfer my money,transfermoney
784,yes add white cream sauce with mozzarella,orderpizzaintent
6058,i would like to get a proof of insurance for one of my cars,getproofofinsurance
9333,i want to change my account address now,updateaddress
1910,i would also like a tomato and mozzarella salad and a soda,ordersaladintent
3346,i like one tow pizzas and parmasan,orderpizzaintent
3526,can you send boarding pass to me,getboardingpass
12759,please tell me the price,getinformationintent
3851,change my seat assignmnet,changeseatassignment
6535,i wants to know about my claim,checkclaimstatus
5556,i want seat assignment,changeseatassignment
6974,my claim status,checkclaimstatus
6479,i need an insurance proof for my car,getproofofinsurance
3544,i want check my seat assignment,changeseatassignment
3662,i wants to book a flight,bookflight
13126,i want internet service,startserviceintent
6869,i have already insurance with your company,getproofofinsurance
13010,i need information about my bill,viewbillsintent
14057,i like to order a internet service,startserviceintent
5863,im hoping i can get my seat assignment,getseatinfo
8673,need to transfer 2000 to 6776876677 this account,transfermoney
7843,i need a proof of insurance for one of my cars,getproofofinsurance
11634,i need to report some travel expenses,expensereport
10815,can you tell me the server global status,checkserverstatus
10951,i want to purchased keyboards,startorder
12643,i need new internet service,startserviceintent
6918,i need a proof of insurance for one of car,getproofofinsurance
11670,checking the global status of servers now,checkserverstatus
4131,i wand booking a plaine ticket,bookflight
7640,my iphone screen was damage,reportbrokenphone
4342,i need a boarding pass,getboardingpass
9474,my credit card is stolen,reportlostcard
1484,i want to order salad instead of pizza,ordersaladintent
2108,yes one lemonade,orderdrinkintent
11245,i have an application not working as expected,reportbrokensoftware
12727,i want a new cable service,startserviceintent
14489,could you help me with the plans,getinformationintent
10165,let me know companys new lower rates,checkoffereligibility
